PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
RGWW0,r2q1rk1/ppp2pp1/2nb1nbp/3pN3/3P1BP1/2N4P/PP2PPB1/2RQ1RK1 b - - 6 13,c6e5 d4e5 d6e5 f4e5,1295,75,78,215,advantage fork opening short,https://lichess.org/ieKh7lvN/black#26,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
RGxbJ,r1bq1rk1/ppp3bp/8/5p2/2P1p1n1/P1N1P3/1P1NQPPP/R1BR2K1 w - - 2 15,f2f3 g4e3 e2e3 g7d4 d2f1 d4e3,1994,74,94,6322,advantage attraction kingsideAttack long opening pin sacrifice,https://lichess.org/VCTnARkf#29,Kings_Indian_Defense Kings_Indian_Defense_Semi-Classical_Variation
RIB3u,r1bq1rk1/pp1nppbp/3p1np1/8/2Pp1B2/2N1PN2/PP2BPPP/R2Q1RK1 w - - 0 9,f3d4 e7e5 f4g3 e5d4,1325,73,97,16448,advantage fork opening short,https://lichess.org/vUNGBphF#17,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
RJlKB,r2qkb1r/pp3pp1/2n2n2/3p2B1/3N4/2N3Pb/PP2PPB1/R2Q1RK1 w kq - 1 12,c3d5 h3g2 d5f6 g7f6,1546,75,96,5015,advantage opening short,https://lichess.org/1ORvUaFA#23,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
RQNN7,r2qnrk1/ppp3bp/6p1/3Ppb2/2PBp3/2N5/PP2BPPP/2RQ1RK1 w - e6 0 14,d5e6 d8d4 e6e7 f8f7,1963,75,92,1543,crushing opening short,https://lichess.org/YJYDkK2b#27,Kings_Indian_Defense Kings_Indian_Defense_Larsen_Variation
RbL2i,r1b1k2r/pp3ppp/1qn1p3/2bp4/3N4/1PN1B3/P4PPP/R2QKB1R w KQkq - 4 13,c3a4 b6b4 e3d2 b4d4 a4c5 d4c5,1395,79,96,23886,advantage deflection interference long opening,https://lichess.org/U5r7uc9e#25,French_Defense French_Defense_Kings_Indian_Attack
Rd2rt,r2qk1nr/p4ppp/4b3/2bpp3/1P6/6P1/P3PPBP/RNBQ1RK1 b kq - 0 10,c5b4 d1a4 d8d7 a4b4,962,84,89,262,crushing fork opening short,https://lichess.org/ZUNbY2OU/black#20,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
RdIqf,r3qrk1/p2n1pb1/1p2bppp/2pp4/Q1PP4/4P1PP/PP1N1PB1/2R1NRK1 b - - 2 16,f6f5 c4d5 e6d5 g2d5,1194,79,85,539,advantage opening short trappedPiece,https://lichess.org/BKmcGdRf/black#32,Kings_Indian_Attack Kings_Indian_Attack_Symmetrical_Defense
RkaYa,r1bq1rk1/pp2np1p/2n1p1p1/2p1P3/8/2bP1NP1/P2N1PBP/1RBQR1K1 b - - 0 12,d8d3 e1e3 d3d7 e3c3,1541,77,93,6553,advantage master masterVsMaster opening short skewer superGM,https://lichess.org/lnaJUfVt/black#24,French_Defense French_Defense_Kings_Indian_Attack
RmkQn,rnb1k2r/pp2ppbp/1qpp1np1/6B1/N1PPP3/5N2/PP3PPP/R2QKB1R b KQkq - 3 7,b6b4 g5d2 b4a4 d1a4,1657,74,94,1240,crushing defensiveMove opening short trappedPiece,https://lichess.org/YhODsR8U/black#14,Kings_Indian_Defense Kings_Indian_Defense_Accelerated_Averbakh_Variation
Rmmzj,r1bq1rk1/ppn2pbp/3p1np1/2pP4/8/P1N2NP1/1P2PPBP/R1BQR1K1 b - - 0 11,f6d5 c3d5 c7d5 d1d5,957,77,90,175,crushing opening short,https://lichess.org/IYawPD29/black#22,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
RoxtV,r3kb1r/p2q1ppp/2n2n2/2p1p3/2Pp2b1/P2P1NP1/3NPPBP/1RBQR1K1 b kq - 1 12,g4h3 f3e5 c6e5 g2a8,1953,74,95,11876,advantage discoveredAttack opening short,https://lichess.org/X27efztC/black#24,Kings_Indian_Attack Kings_Indian_Attack_Sicilian_Variation
RpZpy,r2q1rk1/3bppbp/p4np1/2B5/1p2P3/2NB1P2/PP4PP/2RQ1RK1 w - - 0 16,c5b4 d8b6 f1f2 b6b4,988,81,95,1726,advantage fork opening short,https://lichess.org/hNxioP3x#31,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
RpzmZ,rn1q1rk1/pp2ppbp/3p1np1/2pP1b2/2P5/2N1P3/PP1NBPPP/R1BQK2R b KQ - 3 8,f5g4 e2g4 f6g4 d1g4,757,97,88,355,crushing opening short,https://lichess.org/bEu4CkmP/black#16,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
RrcVo,rn1q1rk1/p1p1bp2/1p1pp1pQ/4Pb2/3P4/1PP5/P4P2/RNB1K1R1 b Q - 1 18,d6e5 g1h1 e7h4 h1h4 d8h4 h6h4,1388,75,94,23561,advantage long opening quietMove,https://lichess.org/3yK9SaOw/black#36,French_Defense French_Defense_Kings_Indian_Attack
RskB4,rnbq1rk1/ppp2pb1/3p3p/4p1N1/2PP4/2N1P1P1/PPQ2PP1/R3KB1R b KQ - 0 11,e5d4 c2h7,576,95,97,325,mate mateIn1 oneMove opening,https://lichess.org/kbCvOL8b/black#22,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
RuRGD,q3kb1r/2pn1ppp/4pB2/1p2N3/2pP2b1/6P1/PP2PPBP/RN3RK1 b k - 1 12,a8c8 g2c6 g7f6 c6d7 c8d7 e5d7,1418,75,95,8092,advantage fork long opening pin,https://lichess.org/LUgB5SB3/black#24,Kings_Indian_Attack Kings_Indian_Attack_Keres_Variation
RuoZr,r1b2rk1/p1qnbppp/1pn1p3/2ppP3/7P/3P1NP1/PPPNQPB1/R1B1R1K1 b - - 0 11,d7e5 f3e5 c6e5 e2e5,997,79,75,131,advantage opening short,https://lichess.org/Kwe3PfjX/black#22,French_Defense French_Defense_Kings_Indian_Attack
Rv8uV,r1bqk2r/pppnppb1/3p3p/6p1/2PP4/2N1PNP1/PP3PP1/R2QKB1R w KQkq - 1 10,f3g5 h6g5 h1h8 g7h8,988,85,93,201,advantage hangingPiece opening short,https://lichess.org/pYp6uWfa#19,Kings_Indian_Defense Kings_Indian_Defense_Smyslov_Variation
RzSBi,rqb2rk1/pp5p/1n4p1/3P1p2/2PpP1n1/3B1N2/PPQ3PP/R1B2R1K w - - 0 16,f3d4 b8h2,1328,78,83,347,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/YZGCgbKf#31,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
S5wEX,r2qr1k1/ppbb1ppp/8/3pn3/3Q4/1N4P1/PP3PBP/R1B1R1K1 w - - 1 16,d4d5 e5f3 g2f3 e8e1,950,83,94,1559,crushing discoveredAttack kingsideAttack opening short,https://lichess.org/Sgio6dv6#31,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
S7khj,rnbq1r2/ppp2pkp/3p2p1/2b5/2P1P1N1/2Q5/P1B2PPP/1R2K1NR b K - 2 14,g7g8 g4h6,1280,76,70,114,mate mateIn1 oneMove opening,https://lichess.org/RL3ni7oZ/black#28,Kings_Indian_Defense Kings_Indian_Defense_Accelerated_Averbakh_Variation
SIsQH,r2qkbr1/pp1n1p1p/2n5/2p2N1p/3pPP2/3P3P/PPP3B1/R1B1QR1K b q - 1 17,c6e7 f5d6,1033,77,100,218,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/i6pS5aFB/black#34,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
SJXGG,r1b1r1k1/pp1nb1pp/1qn1N3/3pp3/5P2/5NP1/PPP3BP/R1BQ1R1K w - - 3 15,d1d5 d7f6 d5c4 c6a5,1881,75,87,304,advantage opening short,https://lichess.org/rTNJeH6K#29,French_Defense French_Defense_Kings_Indian_Attack
SLJeu,r2q1rk1/1p1b1pbp/2p2np1/p1pPN3/2P1P3/2N4P/PPB2PP1/R2Q1RK1 b - - 0 13,f6d5 e5d7 d5c3 b2c3,1703,75,93,1568,advantage opening short,https://lichess.org/bHwvvnWG/black#26,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
SLMrT,r1bqk2r/ppp2ppp/2B2n2/8/QbPp4/3P2P1/P3PP1P/RNB2RK1 b kq - 0 10,c8d7 c6d7 d8d7 a4b4,1112,75,95,2067,crushing opening short,https://lichess.org/s2DimaiG/black#20,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
SNpDE,r1bq1rk1/pp2pp1n/6pP/8/2Pb3P/2NQ4/PP2B3/2KR2NR b - - 1 16,c8f5 d3d4 d8d4 d1d4,999,76,98,478,crushing opening short,https://lichess.org/6qDY9h69/black#32,Kings_Indian_Defense Kings_Indian_Defense_Four_Pawns_Attack
SPUWT,r1b1k2r/pp1nppbp/1qpp1np1/6B1/2PP4/P1NBPN2/1P3PPP/R2QK2R b KQkq - 0 8,b6b2 c3a4 b2a1 d1a1,1521,74,96,4562,advantage opening short trappedPiece,https://lichess.org/A4iPyM9K/black#16,Kings_Indian_Defense Kings_Indian_Defense_Smyslov_Variation
SRdSu,r2qr1k1/1ppb1pb1/3p1np1/2nN2Bp/p1PNP3/5P2/PP1Q2PP/2RR1BK1 w - - 2 17,d2f4 f6d5 c4d5 f7f6 g5h6 g6g5 f4d2 g7h6,1894,74,92,1655,advantage interference opening veryLong,https://lichess.org/50B84Q93#33,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
ScQ0L,r2qkb1r/ppp2ppp/8/8/2PnB3/6P1/PP2bP1P/RNB1QRK1 b kq - 1 11,e2f1 e4c6,1694,79,93,1094,doubleCheck mate mateIn1 oneMove opening,https://lichess.org/63grP7Bu/black#22,Kings_Indian_Attack Kings_Indian_Attack_Keres_Variation
Scb9p,r2q2rk/pppn1p2/4bn2/2bp2B1/5Q2/2PP3P/PP2BPP1/RN3RK1 b - - 4 14,c5d6 f4h4 f6h7 g5d8,1677,74,91,207,crushing opening short,https://lichess.org/DJaj6uOZ/black#28,French_Defense French_Defense_Kings_Indian_Attack
SeR0I,2rqr1k1/pb3pbp/1p1p1np1/1Pn1p3/8/P2PPB2/1B1N1PPP/RN1Q1RK1 b - - 2 15,c5d3 f3b7 d3b2 d1b3,1423,75,96,2052,advantage opening short,https://lichess.org/OHjR1383/black#30,Polish_Opening Polish_Opening_Kings_Indian_Variation
Sk2xW,rn2k2r/ppp1bp2/8/4Nq2/3Pn1p1/8/PP2NPP1/R1BQR1K1 w kq - 4 17,e2g3 f5f2,909,97,94,204,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/F6CkSvxB#33,French_Defense French_Defense_Kings_Indian_Attack
Sq3Zn,r2qk2r/ppp1ppbp/3p1np1/3Pn3/2P1P3/2N2BP1/PP3P1P/R1BQK2R b KQkq - 0 9,e5c4 d1a4 f6d7 a4c4,1231,76,66,232,advantage fork opening short,https://lichess.org/kWtS4eSX/black#18,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
SvV1I,rnb1r1k1/pp2Bp1p/3P2p1/8/2q5/2b1P2P/2Q1KPP1/2R2BNR w - - 0 14,e2d1 c4f1,921,77,100,306,hangingPiece mate mateIn1 oneMove opening,https://lichess.org/PzAsJ8lg#27,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
T3PP3,r1b2rk1/pp4pp/2p1pq2/2bn4/8/2P2BP1/PPQN1P1P/R1B2RK1 w - - 0 14,f3g2 c5f2 g1h1 d5e3,1492,75,90,1045,crushing kingsideAttack opening short,https://lichess.org/cO2IP8x5#27,French_Defense French_Defense_Kings_Indian_Attack
T5YIr,rb3rk1/2qn1ppp/p1p1bn2/1p1p4/2PN4/1P1P3P/P3BPP1/RNBQ1RK1 w - - 3 15,d4e6 c7h2,830,82,71,200,mate mateIn1 oneMove opening,https://lichess.org/vqI0Wp1j#29,French_Defense French_Defense_Kings_Indian_Attack
TAHMK,rnbqk2r/p1ppppnp/1p4p1/6P1/1P5P/8/P1PPPPB1/RN1QK1NR b KQkq - 1 7,b8c6 b4b5 c6a5 g2a8,1510,74,94,12790,advantage opening short,https://lichess.org/VFYYOhej/black#14,Polish_Opening Polish_Opening_Kings_Indian_Variation
TBdoF,r2qkbnr/pp3ppp/4p3/2ppP3/6b1/2P3P1/PP2PPBP/RNBQK2R b KQkq - 0 7,g8e7 d1a4 d8d7 a4g4,1459,77,96,7584,crushing fork master opening short,https://lichess.org/ButgrOO1/black#14,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
TDvAN,rn3rk1/pp2ppbp/2pp1np1/q5B1/2PP2b1/2NBPN2/PP3PPP/R2Q1RK1 w - - 4 9,h2h3 g4f3 d1f3 a5g5,1211,75,94,2399,capturingDefender crushing opening short,https://lichess.org/7cYGF4Lo#17,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
TE398,rnbq1rk1/pp5p/2pp1bpn/4p1N1/2PP4/2N4P/PP2BPP1/R1BQ1RK1 w - - 0 12,d4d5 f6g5 c1g5 d8g5,1048,85,89,1129,advantage opening short,https://lichess.org/kB5kW9VK#23,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
TFuJP,r1bqk2r/pp3ppp/2nbpn2/2pp4/3P4/1PN2NP1/P1P1PPBP/R1BQK2R w KQkq - 1 7,c3b5 d8a5 c1d2 a5b5,1174,77,89,282,crushing fork opening short,https://lichess.org/UtSuU8OI#13,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
TG73Q,r1b2rk1/2q2pbp/ppPp1np1/3Np3/4P3/4BN1P/PP3PP1/R2QK2R b KQ - 2 14,c7c6 d5e7 g8h8 e7c6,900,76,86,273,crushing fork opening short,https://lichess.org/AK57y2tE/black#28,Kings_Indian_Defense Kings_Indian_Defense_Makogonov_Variation
TG92n,r2q1rk1/ppp3bp/2np2p1/4nb2/2P5/2N2N2/PP2BPPP/R1BQ1RK1 w - - 2 13,c1g5 e5f3 e2f3 d8g5,1058,75,96,2214,crushing kingsideAttack master opening short,https://lichess.org/g60YKil9#25,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
THjvj,rnbqk2r/ppp2pb1/3p2p1/4P2p/2P1PPn1/2N5/PP2B1PP/R1BQK1NR w KQkq - 0 8,h2h3 d8h4 e1d2 g4f2,1331,75,93,3980,advantage opening short,https://lichess.org/15d1bPIm#15,Kings_Indian_Defense Kings_Indian_Defense_Four_Pawns_Attack
TLWOJ,r1bq1rk1/ppp1p1bp/6p1/2n3N1/2P3n1/2N5/PP2BPPP/R1BQK2R w KQ - 2 12,e2g4 c5d3 d1d3 d8d3,1742,74,88,452,crushing master opening short,https://lichess.org/vYauExI5#23,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
TVwD5,r2qk2r/pp1nbppp/2p2n2/3p4/5B2/3P2P1/PPP1QPBP/RN2R1K1 b kq - 4 10,e8g8 e2e7 d8e7 e1e7,865,89,96,372,crushing master opening short,https://lichess.org/qDinATXy/black#20,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
TW74a,r1b2rk1/ppp3bp/3p2p1/3P1q2/2PB1p1n/2N5/PP1QN2P/1K1R1B1R w - - 2 19,d2d3 f5d3 d1d3 c8f5,1664,76,93,4587,advantage clearance opening pin short,https://lichess.org/cg2U8TRZ#37,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
TXktH,r2q1rk1/pp3nbp/2p1P1p1/3p4/6b1/2P2NP1/PP4BP/R1BQR1K1 b - - 0 17,g4f3 e6f7 f8f7 g2f3,1299,74,92,908,advancedPawn crushing intermezzo opening short,https://lichess.org/zVpFCcrY/black#34,French_Defense French_Defense_Kings_Indian_Attack
TZ9hs,r2q1rk1/ppb2pp1/2n1p1bp/2N5/6P1/3P3P/PPP2PB1/R1BQ1RK1 w - - 1 14,c2c3 d8d6 f2f4 d6c5,1587,73,94,6312,advantage opening short,https://lichess.org/iDswMtEG#27,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
TZxI7,r1bqr1k1/pppnppbp/4P1p1/8/2P3n1/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 10,f7e6 f3g5,1537,77,67,102,advantage oneMove opening,https://lichess.org/N53DdIfs/black#20,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
TfEOp,rnb1q1k1/ppp3bp/3p1r2/3Ppp2/2P5/2NB1P2/PP1Q2PP/R3K1NR w KQ - 0 13,e1c1 g7h6 f3f4 h6f4 d2f4 e5f4,1671,74,92,2969,crushing long opening pin,https://lichess.org/5SQgtdpb#25,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
Tgxlq,r2qk2r/pppnppbp/3p2p1/5bB1/2PPn3/2N1PN1P/PP3PP1/R2QKB1R w KQkq - 1 8,f3h4 e4g5 h4f5 g6f5,1635,76,77,243,advantage hangingPiece opening short,https://lichess.org/q4FuRV12#15,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
TjE78,r2qr1k1/ppp3bp/2npb1p1/3N1p2/1PPP2n1/P3PN1P/4B1P1/R1BQ1RK1 b - - 0 16,e6d5 c4d5 g4e3 c1e3 e8e3 d5c6,1396,75,95,11815,advantage long opening,https://lichess.org/4ptMhxnc/black#32,Kings_Indian_Defense Kings_Indian_Defense_Semi-Classical_Variation
To160,rnb1k1nr/ppp2ppp/4p3/8/1BP5/3P4/Pq2BPPP/RN1QK1NR b KQkq - 0 7,b2a1 b4c3 a1a2 c3g7,1998,76,93,3978,advantage opening short,https://lichess.org/PpGAvtq9/black#14,French_Defense French_Defense_Kings_Indian_Attack
TphFg,rnbq1rk1/pp2ppbp/6p1/8/3p4/B1P2NP1/P3PPBP/R2QK2R w KQ - 0 10,c3d4 d8a5 d1d2 a5a3,1160,80,84,1194,advantage fork opening short,https://lichess.org/MkB4EKbK#19,Indian_Defense Indian_Defense_Kings_Indian_Variation
TwrhU,r1bq1rk1/ppp1ppbp/2np2p1/8/2PPPBn1/1PN2N2/P3BPPP/R2Q1RK1 b - - 2 10,c6d4 f3d4,1066,86,90,143,advantage oneMove opening,https://lichess.org/ZIJxlehi/black#20,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
TxBsC,r1bq1rk1/ppppppb1/2n4p/6N1/2PP4/2N3P1/PPQ1PPP1/R3KB1R b KQ - 0 10,c6d4 c2h7,818,94,86,232,mate mateIn1 oneMove opening,https://lichess.org/fUzFzcdp/black#20,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
TzHj8,r1bqkbnr/ppp2ppp/8/3p4/3Pp3/6P1/PP1PPPBP/RNBQK2R b KQkq - 0 6,f8b4 d1a4 c7c6 a4b4,992,79,91,403,advantage fork opening short,https://lichess.org/ps1dO59e/black#12,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
U1Tuv,rnb2rk1/pp2pp2/3p1bpp/2q5/2P1P3/2N5/PP1QBPPP/R3K1NR w KQ - 0 11,d2h6 f6g5 h6f8 g8f8,1685,76,93,2011,crushing master opening short trappedPiece,https://lichess.org/uTITjac4#21,Kings_Indian_Defense Kings_Indian_Defense_Averbakh_Variation
U1Xh0,r1bq1rk1/pppn2bp/3p4/3Ppp1n/2P5/2NBBN2/PP3PPP/R2Q1RK1 w - - 0 12,f3e5 d7e5 d1h5 e5d3,1386,80,95,19418,advantage hangingPiece opening short,https://lichess.org/RM4Dog1a#23,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
U1hWW,r2qk2r/pp1n1ppp/2pbpn2/3p1b2/8/3P1NPP/PPPNPPB1/R1BQR1K1 b kq - 2 8,e8g8 e2e4 f5g6 e4e5,1572,74,82,104,advantage opening short,https://lichess.org/Cs0rR4P4/black#16,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
U81Q0,r1bq1rk1/ppp3bp/3p2p1/4np2/2P1P3/P1N2P2/1P2N1PP/1RBQ1RK1 b - - 2 14,e5c4 d1d5 g8h8 d5c4,959,88,92,208,advantage fork opening short,https://lichess.org/y6jJLMcH/black#28,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
UB9wE,r1b2rk1/1pp2ppp/1b2pq2/p3n3/P3P3/1NP5/1PQ2PPP/R1BBR1K1 b - - 4 15,f6f2 c2f2 b6f2 g1f2,907,79,83,348,advantage opening short,https://lichess.org/c1ZRjH7x/black#30,French_Defense French_Defense_Kings_Indian_Attack
UHAHV,r1q1k2r/p1pnb1pn/1p2N2p/7Q/8/2N3P1/PP3PbP/R1B2RK1 b kq - 2 15,g7g6 h5g6,731,89,96,267,mate mateIn1 oneMove opening,https://lichess.org/dZgr4YUU/black#30,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
UHVjx,rnb2rk1/ppp1qpbp/3p2p1/8/2PNP3/2N1nPB1/PP4PP/R2QKB1R w KQ - 1 11,d1d2 g7d4 c3d5 e3d5,1990,77,92,347,crushing opening pin short,https://lichess.org/NXFg7JG8#21,Kings_Indian_Defense Kings_Indian_Defense_Larsen_Variation
UJwzr,r2q1rk1/ppp2pb1/2np1npp/8/3BP1bP/2N2NP1/PPP2PB1/R2Q1RK1 b - - 0 11,f6e4 d4g7 g8g7 c3e4,1634,74,93,285,crushing intermezzo opening short,https://lichess.org/ObiNTmhT/black#22,Kings_Indian_Attack Kings_Indian_Attack_Symmetrical_Defense
UP0my,r2qk1nr/pp3ppp/2p1b3/3PP3/1b2p3/2N3P1/PP2PPBP/R1BQK2R b KQkq - 0 9,c6d5 d1a4 d8d7 a4b4,1174,76,78,137,crushing fork opening short,https://lichess.org/U94nRFWH/black#18,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
UUpHB,rn1qkbnr/ppp2ppp/4p3/3p4/6b1/2P2NP1/PP1PPPBP/RNBQK2R b KQkq - 0 4,f8d6 d1a4 d8d7 a4g4,1050,80,93,4249,crushing fork opening short,https://lichess.org/BIvg8Ra9/black#8,Kings_Indian_Attack Kings_Indian_Attack_Keres_Variation
UWDyn,rnb1k1nr/pp1p1ppp/1qp1p3/2b5/4P3/3P2P1/PPPN1P1P/R1BQKBNR w KQkq - 1 5,g1f3 c5f2 e1e2 b6e3,935,82,87,294,attackingF2F7 mate mateIn2 opening short,https://lichess.org/N047r080#9,French_Defense French_Defense_Kings_Indian_Attack
UZYvn,1rb2rk1/p1p2pbp/3p2p1/7q/N1P3n1/1P4P1/PB2PPBP/R2Q1RK1 w - - 7 16,b2g7 h5h2,957,77,96,836,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/NV01Xwvk#31,Kings_Indian_Defense Kings_Indian_Defense_Fianchetto_Variation
Uf7Ew,r2qkbnr/pb3ppp/1pn1p3/2p1P3/2Np1P2/3P2P1/PPP3BP/R1BQK1NR b KQkq - 1 8,g8e7 c4d6 d8d6 e5d6,1087,78,82,186,crushing fork opening short,https://lichess.org/lc4mdhq4/black#16,French_Defense French_Defense_Kings_Indian_Attack
Ui3Sd,r2q1rk1/ppp1ppbp/2n1b3/4P1NQ/2P5/2N5/PP3PPP/R1B1K2R b KQ - 4 11,e6c4 h5h7,737,80,91,103,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/jVJkPuUA/black#22,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
Uju2g,rnb2r2/ppq2pk1/2pp1npp/3Pp3/2P4Q/2N2N2/PP2PPPP/R3KB1R b KQ - 1 11,c6d5 h4f6 g7f6 c3d5 f6g7 d5c7,1666,75,95,1764,attraction crushing fork intermezzo long opening sacrifice,https://lichess.org/kDg1qEjm/black#22,Kings_Indian_Defense Kings_Indian_Defense_Smyslov_Variation
Un048,r1bq1rk1/pp1nppbp/3p1np1/8/2Pp1B2/2NBPN2/PP3PPP/R2Q1RK1 w - - 0 9,f3d4 e7e5 f4g5 e5d4,1448,77,68,115,advantage fork opening short,https://lichess.org/9gzaQ4oI#17,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
UnSQn,r1bqk2r/pp2ppbp/3p1np1/2nP4/4P3/2N2NP1/PP3PBP/R1BQK2R b KQkq - 2 9,c5e4 c3e4 f6e4 d1a4 c8d7 a4e4,1593,75,93,4071,advantage fork long opening,https://lichess.org/EOVNROes/black#18,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
Up6sj,r1bqnrk1/ppp3bp/3p4/3Pp3/2P5/2N1n2P/PP1NBP2/R2QK2R w KQ - 0 14,f2e3 d8h4,697,88,94,151,mate mateIn1 oneMove opening,https://lichess.org/IsxXANtH#27,Kings_Indian_Defense Kings_Indian_Defense_Makogonov_Variation
Usp4o,r2q1rk1/ppp2pb1/3p2p1/4n3/2P2N2/3nN1P1/PP1Q1P2/R1B1K2R w KQ - 3 17,f4d3 e5f3 e1f1 f3d2,918,83,95,2773,crushing fork opening short,https://lichess.org/qWYRHxfm#33,Indian_Defense Indian_Defense_Kings_Indian_Variation
UulGl,r2q1rk1/ppp1ppbp/2n2np1/3p1b2/2PP4/1P2PN2/PBQ2PPP/RN2KB1R w KQ - 3 8,f1d3 c6b4 d3f5 b4c2,1388,77,76,138,advantage opening short,https://lichess.org/Xs6XacCc#15,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
UwOWA,rnb2r2/pp2ppbk/1q3npp/2p5/2P4B/2NBP3/PPQ2PPP/3RK1NR w K - 4 11,c3d5 f6d5 c4d5 b6b4 d1d2 b4h4,1701,74,96,2140,crushing fork long opening,https://lichess.org/CjTiIyZO#21,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
UzBsZ,r1bq1rk1/ppp2pbp/5np1/3Pp3/2P1n3/2N4P/PPB3P1/R1BQK1NR w KQ - 0 11,c3e4 f6e4 c2e4 d8h4 e1f1 h4e4,1147,77,83,157,advantage clearance exposedKing fork long opening,https://lichess.org/8b4FeVVX#21,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
V22pe,rn1q1rk1/ppp1ppbp/5np1/4B3/2PP2b1/2N5/PP2BPPP/R2QK1NR b KQ - 2 8,b8c6 e2g4 c6e5 d4e5 f6g4 d1g4,1958,77,96,1487,crushing long opening,https://lichess.org/e09gB7vW/black#16,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
V2Y65,r1bq1rk1/1ppn1pb1/p2p2PB/4p3/2PnP1p1/2N2P2/PP1QB3/R1N1K2R b KQ - 1 15,d8f6 c3d5 f7g6 d5f6,1929,75,93,1696,crushing kingsideAttack opening short,https://lichess.org/qAODgAJS/black#30,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
V4VWc,rn1qk2r/ppp1ppbp/1n1p2p1/8/2PPP3/2N1BB2/PP3PPP/R2Q1RK1 b kq - 0 9,b6c4 d1a4 c7c6 a4c4,1103,79,90,624,crushing fork opening short,https://lichess.org/JiB3AKNZ/black#18,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
V8HBm,r1bq1rk1/pp3ppp/4pn2/8/2p1PPn1/2P3P1/PP1N2BP/R1BQR1K1 w - - 0 13,h2h3 d8b6 g1h1 g4f2,1245,77,95,20180,crushing opening short,https://lichess.org/e92OtQip#25,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
V90Ee,r1bq1rk1/ppn1ppbp/2pp1np1/6B1/2PPPP2/2N2B2/PP2N1PP/R2QK2R b KQ - 3 9,e7e5 d4e5 d6e5 d1d8 f8d8 f4e5,1996,72,94,10716,advantage discoveredAttack long opening,https://lichess.org/A0MHhNeH/black#18,Kings_Indian_Defense Kings_Indian_Defense_Averbakh_Variation
VBQVP,1r1qnrk1/1bpNppbp/p5p1/3N4/1np5/6P1/PP3PBP/R1BQR1K1 b - - 2 15,d8d7 d5e7 d7e7 e1e7,1900,76,84,372,advantage kingsideAttack opening short,https://lichess.org/11Q9HRFk/black#30,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
