PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
054WZ,rnbr2k1/pp3pbp/2p3p1/4N3/2P1n3/2N1P2P/PP2BPP1/R1B2RK1 w - - 1 12,e5f7 e4c3 f7d8 c3e2,1636,74,92,1175,advantage opening short,https://lichess.org/AXSsEWrC#23,Kings_Indian_Defense Kings_Indian_Defense_Semi-Classical_Variation
07SGL,r2qk2r/pp3ppp/5n2/8/2pbPBP1/2Pn2P1/PP4BP/RN1Q1RK1 w kq - 0 15,c3d4 d8d4 f4e3 d4e3,961,80,95,1057,advantage kingsideAttack opening short,https://lichess.org/IbU6drws#29,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
0D0OJ,rn1qkb2/ppp2pp1/4p1p1/3p4/4P1nr/6P1/PPPP1PB1/RNBQ1RK1 w q - 0 9,g3h4 d8h4 d1g4 h4g4,882,78,95,159,advantage opening short,https://lichess.org/0iEHPq8B#17,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
0DIB4,rnb1r1k1/pp2Pp1p/6p1/q3b1B1/2P5/2N5/PP3PPP/R2QKB1R w KQ - 1 12,d1c2 e5c3 c2c3 a5g5,1380,75,95,22905,crushing discoveredAttack opening short,https://lichess.org/WOWEdUv5#23,Kings_Indian_Defense Kings_Indian_Defense_Zinnowitz_Variation
0Iy2h,r1bq1rk1/1p3pbp/1npp1np1/4P3/p1P1P3/2N1B1PP/PP3PB1/R2QNRK1 b - - 0 12,d6e5 d1d8 f8d8 e3b6,1390,76,86,319,advantage capturingDefender opening short,https://lichess.org/Iv006yL0/black#24,Kings_Indian_Defense Kings_Indian_Defense_Fianchetto_Variation
0KCE1,2bq1rk1/4bppp/2n1p3/2npP3/Qp6/2PP1NP1/1P3PBP/2B1RNK1 w - - 1 16,a4c6 c8d7 c6c5 e7c5,1839,74,96,1616,crushing opening short trappedPiece,https://lichess.org/f6eTKUVk#31,French_Defense French_Defense_Kings_Indian_Attack
0Kw0J,r1b2rk1/1pq3p1/p5np/2p2p2/2Pp1b2/1PPB1N1P/P2B1PP1/R2Q1RK1 b - - 0 18,g6e5 d2f4 e5f3 d1f3,1526,74,93,600,crushing hangingPiece opening short,https://lichess.org/7c2f5Gwm/black#36,French_Defense French_Defense_Kings_Indian_Attack
0Mbjw,r1bqr1k1/pppn1pbp/5np1/8/1PP1p3/2N3P1/PB1NPPBP/R2Q1RK1 w - - 1 13,c3e4 f6e4 b2g7 e4d2 d1d2 g8g7,1373,78,93,15941,advantage hangingPiece long opening,https://lichess.org/eO60NKqv#25,Indian_Defense Indian_Defense_Kings_Indian_Variation
0NjuA,rn1qk2r/pbp1bppp/1p2p3/4N3/2P5/6P1/PP1N1nBP/R1BQK2R w KQkq - 0 10,e1f2 d8d4 f2f1 b7g2 f1g2 d4e5,1872,77,93,2051,advantage fork long opening,https://lichess.org/CKnQuq0Q#19,French_Defense French_Defense_Kings_Indian_Attack
0Pvv2,rnbqk2r/1pp1ppbp/1n4p1/p7/P2PP3/2N2P2/1PQ3PP/R1B1KBNR b KQkq - 1 8,d8d4 c3b5 d4b4 c1d2,1693,74,77,210,advantage defensiveMove opening short,https://lichess.org/RsWQRBc7/black#16,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
0b5yf,r1b1k2r/ppqnbpp1/2n1p2p/2ppP3/8/3P1NP1/PPPNQPBP/R1B1R1K1 b kq - 4 10,d7e5 f3e5 c6e5 e2e5 c7e5 e1e5,896,80,93,128,crushing long opening,https://lichess.org/pu0VAb6W/black#20,French_Defense French_Defense_Kings_Indian_Attack
0bTPx,1rb2rk1/1p1n1pbp/pq1p1np1/2pP4/P3P3/2NB1P2/1P1BN1PP/R2Q1RK1 w - - 5 14,a1b1 c5c4 g1h1 c4d3,986,78,95,1438,crushing discoveredAttack opening short,https://lichess.org/YpQQu2ar#27,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
0eBtd,r1b1k2r/1pqn1pbp/p1pp1np1/2P1p1B1/3PP3/2N2N1P/PP1Q1PP1/2KR1B1R b kq - 0 10,d6c5 d4e5 d7e5 f3e5,1548,75,98,1689,crushing opening short,https://lichess.org/gMOnVPKX/black#20,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
0eNky,r1bq1rk1/pp3ppp/2n2n2/2b5/3p4/P1N2NP1/1P2PPBP/R1BQ1RK1 w - - 0 11,c3b5 a7a6 b2b4 c5b6,1859,75,87,319,advantage defensiveMove opening short,https://lichess.org/hpwhNbdU#21,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
0kcQS,r1b1nrk1/pp2ppbp/1qnp2p1/8/2PP4/P1N1BN2/1P2BPPP/R2QK2R b KQ - 2 10,b6b2 c3a4 b2a1 d1a1,1564,78,96,17267,advantage opening short trappedPiece,https://lichess.org/ZNwYq97o/black#20,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
0lV8y,2kr1b1r/1pp2ppp/p1n1qn2/4Nb2/2Np4/3P2P1/PPP1PPBP/R1BQ1RK1 w - - 1 11,c1g5 c6e5 c4e5 e6e5,1099,77,90,709,advantage opening short,https://lichess.org/OZkcO7u1#21,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
0lZNm,r1q2rk1/pbp1bppN/np2p2p/4P3/2P5/Pn3N2/1PQ2PPP/RBBR2K1 b - - 3 17,b3a1 h7f6 g7f6 c2h7,1305,76,79,104,clearance kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/mD3Vny9x/black#34,French_Defense French_Defense_Kings_Indian_Attack
0my7l,r1b1k2r/ppp2ppp/2n5/2b1p3/2P1n3/5NP1/PP2PPBP/RNB2RK1 b kq - 2 9,c5f2 f1f2 e4f2 g1f2,794,84,81,281,advantage opening short,https://lichess.org/yn5eYPmd/black#18,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
0ovSD,rnb2rk1/ppp3bp/4p1p1/4q3/2P5/2N5/PPK4P/R1BQ1BNR w - - 0 13,g1f3 e5f5 f1d3 f5f3 d1f3 f8f3,1253,78,86,275,advantage long opening,https://lichess.org/HFl51gun#25,Kings_Indian_Defense Kings_Indian_Defense_Four_Pawns_Attack
0qHGD,rn3rk1/pp2ppbp/6p1/2pq4/3P2b1/3BPN2/PP3PPP/R1BQ1RK1 w - - 0 10,d4c5 g4f3 d1f3 d5d3,1222,76,93,1280,advantage opening short,https://lichess.org/KrEV4n6H#19,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
0qx95,r1bq1rk1/ppp1p1bp/4p1p1/6N1/2P3B1/2Nn4/PP3PPP/R1BQK2R w KQ - 1 12,e1e2 f8f2 e2e3 d8d4,1727,74,96,9891,mate mateIn2 opening short,https://lichess.org/7QVEwPpZ#23,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
0vJNT,rn1qnrk1/ppp1p1bp/3p2p1/5b2/2PP4/2N1BN1P/PPB2PP1/R2QK2R w KQ - 0 11,g2g4 f5c2 d1c2 f8f3,1021,93,92,411,advantage discoveredAttack opening short,https://lichess.org/WIr4pYvU#21,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
0wgFb,r2q1rk1/ppp1bppp/8/8/3nN1b1/P5P1/1P2PPBP/R1BQ1RK1 w - - 1 15,c1e3 d4e2 g1h1 e2g3 h2g3 g4d1,1924,75,94,11414,advantage discoveredAttack kingsideAttack long opening,https://lichess.org/WJuQuwOY#29,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
0znu8,r1bqnrk1/pp1n1pbp/3p2p1/3Pp3/4P3/2N1BP2/PP1QN1PP/R3KB1R w KQ - 3 11,e3h6 d8h4 g2g3 h4h6 d2h6 g7h6,1320,75,94,12723,crushing long opening,https://lichess.org/VcEfP2Pl#21,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
100h6,r2q1rk1/pp1b1pbp/n2p1npB/1N2p3/2P1P3/2N2P2/PP1Q2PP/R3KB1R b KQ - 1 11,f6e4 c3e4 d8h4 g2g3,1733,76,84,1384,advantage hangingPiece master masterVsMaster opening short,https://lichess.org/tAGMvEXF/black#22,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
12Lia,r1bqkb1r/pp2pppp/2n2n2/2p1N3/Q7/3p2P1/PP2PPBP/RNB1K2R b KQkq - 1 7,d3e2 e5c6 d8d1 a4d1 e2d1r e1d1,1139,82,90,590,advantage long opening,https://lichess.org/fn7jODUz/black#14,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
13VwA,r1b1k2r/pp2qppp/4p3/2p5/3n4/2bPB1P1/P1PN1PBP/1R1Q1RK1 b kq - 7 13,e8g8 d2e4 c3a5 c2c3 d4f5 e3c5,1984,78,92,1779,advantage long opening,https://lichess.org/PKqeZafV/black#26,French_Defense French_Defense_Kings_Indian_Attack
13qjZ,rnbqk2r/ppp1ppbp/3p1np1/6B1/2PPP3/2N5/PP3PPP/R2QKBNR b KQkq - 0 5,e7e5 d4e5 d6e5 d1d8,1952,76,63,148,crushing discoveredAttack opening short,https://lichess.org/NZ6RZr7B/black#10,Kings_Indian_Defense Kings_Indian_Defense_Accelerated_Averbakh_Variation
18lJY,r1bqr1k1/pp1nppbp/6p1/2pNN1B1/2P5/7P/PP2BPP1/R2QK2R b KQ - 0 14,d7e5 d5e7 d8e7 g5e7,1607,74,88,635,advantage kingsideAttack opening short,https://lichess.org/X8E2u1JB/black#28,Kings_Indian_Defense Kings_Indian_Defense_Zinnowitz_Variation
193hM,r1bqnrk1/pp4bp/4p1p1/1Np1N3/2P5/8/PP1BB1PP/R2Q1RK1 b - - 0 15,g7e5 f1f8 g8f8 d2h6,1437,75,89,1050,attraction crushing kingsideAttack opening short,https://lichess.org/mC1hZgeB/black#30,Kings_Indian_Defense Kings_Indian_Defense_Four_Pawns_Attack
1Lt6N,r1q2rk1/pb1nppbp/3p2p1/2pP4/2Q1P1n1/2N2NP1/PP3P1P/R1B1RBK1 b - - 4 13,b7a6 c4a6 c8a6 f1a6,1253,97,68,103,advantage opening short,https://lichess.org/lUvidcFZ/black#26,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
1MeER,r3kbnr/pp3ppp/2n1p3/4P3/2pNqP2/8/PPP1B1PP/R1BQ1RK1 w kq - 1 14,e2f3 e4d4 d1d4 c6d4,1293,75,97,2228,crushing opening short,https://lichess.org/nmXqpNsW#27,French_Defense French_Defense_Kings_Indian_Attack
1NoqV,rnbqk2r/ppp1ppbp/3p1np1/6B1/2PPP3/2N5/PP3PPP/R2QKBNR b KQkq - 2 5,e7e5 d4e5 d6e5 d1d8,1979,76,92,1378,crushing discoveredAttack opening short,https://lichess.org/Km5DLcmQ/black#10,Kings_Indian_Defense Kings_Indian_Defense_Accelerated_Averbakh_Variation
1QvFg,r1bqr1n1/1pp2pk1/p2p2p1/3P3n/2P1PN2/2N4P/PP1Q4/2KR1B1R b - - 0 17,d8g5 f4e6 c8e6 d2g5,1380,76,83,714,crushing discoveredAttack opening short,https://lichess.org/oDPN2XHJ/black#34,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
1VRYn,r1bq1rk1/1p2ppbp/p1p3p1/4n2n/2P3P1/2N2N1P/PP3P1B/R2QKB1R w KQ - 0 12,g4h5 d8d1 a1d1 e5f3,1636,75,94,9882,advantage opening short,https://lichess.org/ggpx12h9#23,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
1Vg4u,2rq1rk1/pb1nbppp/1p2pn2/8/N4B2/5NP1/PP2PPBP/2RQR1K1 w - - 6 15,f4d6 c8c1 d6e7 c1d1,1416,75,83,134,crushing opening short,https://lichess.org/YwM1Nt9W#29,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
1WwNr,r1bq1rk1/ppp1n2p/3p1bp1/3P4/2P1p3/2BN4/PP2BPPP/R2Q1RK1 w - - 0 15,d3f4 f6c3 b2c3 f8f4,1124,82,91,3167,advantage discoveredAttack master opening short,https://lichess.org/3qYbPa1y#29,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
1X6cB,r1bq1rk1/pp2ppbp/2n3p1/1B6/3pP3/2P1BP2/P3N1PP/R2QK2R w KQ - 0 11,c3d4 d8a5 e1f2 a5b5,1271,75,92,840,advantage fork opening short,https://lichess.org/VHQxeHdR#21,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
1beAF,r1b2rk1/ppqn1pbp/3p2p1/2pPp3/2P1P1n1/2N2NP1/PP3PBP/R1BQR2K w - - 2 12,f3g1 g4f2,592,98,95,200,opening,https://lichess.org/2MeG20ku#23,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
1eKfH,r2qkb1r/pb2pppp/1pn2n2/2p5/4P3/5NP1/PPPN1PBP/R1BQ1RK1 b kq - 0 8,f6e4 d2e4 d8d1 f1d1,801,90,87,324,crushing hangingPiece opening short,https://lichess.org/OWD07bJx/black#16,Kings_Indian_Attack Kings_Indian_Attack_Sicilian_Variation
1i9pf,r2q1rk1/2p1bppp/bpn2n2/p3p3/4P3/2P2NP1/PP1NQPBP/R1BR2K1 w - - 2 12,d2c4 a6c4 d1d8 c4e2 d8a8 f8a8,1422,75,89,1290,crushing long opening,https://lichess.org/8eFUxNZj#23,French_Defense French_Defense_Kings_Indian_Attack
1kFuo,r1bqr1k1/ppp2pbp/5np1/8/2P1p3/2NBP1B1/PP3PPP/R2Q1RK1 w - - 0 12,c3e4 f6e4 d3e4 d8d1 f1d1 e8e4 d1d8 g7f8,1342,75,92,4343,advantage opening veryLong,https://lichess.org/7aA3G89h#23,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
1kLGM,rn1qk2r/ppp2pbp/3p1np1/4p3/2PP2b1/2N1PNP1/PP3P1P/R1BQKB1R w KQkq - 0 7,f1g2 e5e4 c3e4 f6e4,1414,75,90,655,advantage opening short,https://lichess.org/cg8Axje4#13,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
1kOjj,r2q1rk1/pppn1pbp/5npB/4p3/2P1P3/2N1Q2P/PP3PP1/R3KB1R b KQ - 1 11,d7c5 h6g7 g8g7 e3c5,1385,76,96,1423,advantage opening short,https://lichess.org/iCuWJ0ED/black#22,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
1lhbL,r2qk2r/ppp2ppp/2nbbn2/4p3/2P5/5NP1/PP2PPBP/RNBQ1RK1 w kq - 1 8,b2b3 e5e4 f3d4 d6e5,1898,74,92,836,advantage clearance opening short,https://lichess.org/cmtoQ6As#15,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
1r3P9,r1bq1rk1/pp4bp/3n1nB1/2p1p3/2P5/2N2N2/PP3PPP/1RBQ1RK1 w - - 1 14,g6d3 e5e4 d3c2 e4f3,1290,75,94,22551,advantage fork opening short,https://lichess.org/QHGrLwck#27,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
1rCIG,rn1q1rk1/ppp2pp1/3bpn1p/3p1b2/8/3P1NPP/PPPNPPB1/R1BQR1K1 b - - 0 8,c7c5 e2e4 f5h7 e4e5 d6c7 e5f6,1431,75,84,208,advantage fork long opening,https://lichess.org/HD4SNqxb/black#16,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
1rfbx,rnb2rk1/pp1nppbp/1qpp2p1/6P1/2PPP2P/2N1B3/PP2BP2/R2QK1NR b KQ - 2 9,b6b2 c3a4 b2a3 e3c1 a3b4 c1d2,1891,74,71,267,advantage defensiveMove long opening,https://lichess.org/kUWpgqsK/black#18,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
1sdge,r3kb1r/pp3ppp/2p1pn2/q7/1n1P4/P3N1PP/1PPQ1PB1/R1B1K2R w KQkq - 1 13,e3c4 b4c2 e1d1 a5d2,1448,75,65,299,crushing discoveredAttack opening pin short,https://lichess.org/ZCYjcguz#25,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
1u16q,r1bq1rk1/ppp1ppb1/2n2npp/8/4N3/2NP2P1/PP3PBP/R1BQ1RK1 b - - 1 10,c8g4 e4f6 e7f6 d1g4,1003,75,97,355,advantage kingsideAttack opening short,https://lichess.org/Ae3Ftwig/black#20,Kings_Indian_Attack Kings_Indian_Attack_Wahls_Defense
1uoN8,r2qr1k1/1ppb1pbp/5np1/8/P2BP3/2pB1N1P/5PP1/R2Q1RK1 b - - 1 16,d7a4 a1a4 a8a4 d1a4,1157,75,95,7236,advantage opening short,https://lichess.org/6Erb5CuF/black#32,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
1vqOK,1r2nrk1/pp1bppbp/1q1p2p1/1PpPP3/1P3P2/P3BN1P/4Q1P1/R3KB1R b KQ - 0 15,d7b5 e2b5 b6b5 f1b5,1066,78,88,833,advantage opening short,https://lichess.org/L8Num2Mk/black#30,Kings_Indian_Defense Kings_Indian_Defense_Four_Pawns_Attack
20eNI,r1b1rnk1/p1q1bppp/5n2/1p2p3/1P2P2N/2P1N1P1/2Q2PBP/R1B1R1K1 b - - 1 17,e7b4 c3b4 c7c2 e3c2,1288,75,92,949,advantage hangingPiece opening short,https://lichess.org/sw7lzt6E/black#34,French_Defense French_Defense_Kings_Indian_Attack
25Jci,1r1qkb1r/pp2nppp/4p3/2ppP3/Q1P3b1/6P1/PP2PPBP/RNB2RK1 b k - 2 9,e7c6 c4d5 e6d5 a4g4,1803,76,88,790,crushing discoveredAttack opening pin short,https://lichess.org/FP7hpG3f/black#18,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
27JoJ,r1bq1rk1/ppp1n1bp/3p4/3PppNQ/2P5/2N5/PP3PPP/R1B1R1K1 b - - 0 14,d8e8 h5h7,967,88,93,122,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/N97hMSO6/black#28,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
299Ii,rnbq1rk1/ppp2pbp/3ppNp1/8/2PPP3/5N2/PP3PPP/R1BQKB1R b KQ - 0 7,d8f6 c1g5 f6g5 f3g5,1480,74,96,16019,crushing opening short trappedPiece,https://lichess.org/BlaTozuP/black#14,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
299Xb,r1bq1rk1/pp3pbp/2p2np1/4p1B1/2P5/2N1P3/PP2BPPP/R2Q1RK1 w - - 0 11,c3e4 d8d1 e4f6 g7f6 f1d1 f6g5,1429,75,98,4111,crushing long opening,https://lichess.org/Y2r9l7Vn#21,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
2AhKi,rnbq1rk1/3pppbp/p1p2Pp1/8/2PP1P2/2p1BN1P/PP4P1/R2QKB1R b KQ - 0 10,c3b2 f6g7 g8g7 a1b1,1570,76,95,2802,advancedPawn advantage opening short,https://lichess.org/dlfuBJxr/black#20,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
2EVkm,rnbr2k1/pp2ppbp/1q3np1/8/2QN4/2N3P1/PP2PPBP/R1B2RK1 w - - 3 11,c3a4 b6d4 c4d4 d8d4,1387,82,89,1604,crushing hangingPiece opening short,https://lichess.org/QQgLuEEf#21,Indian_Defense Indian_Defense_Kings_Indian_Variation
2I4pJ,r1b2rk1/pp2nppp/1q6/n7/1bB5/P1N2N2/1P1Q1PPP/R1B2RK1 w - - 1 15,c4f7 f8f7 a3b4 a5b3,1525,75,86,142,advantage opening short,https://lichess.org/uF7eDVXc#29,French_Defense French_Defense_Kings_Indian_Attack
2IpDO,2kr1b1r/ppp1pppp/2n2n2/3p2Nq/3P1B2/P1N1P1P1/1PP2P1P/R2QK2R b KQ - 0 10,h7h6 d1h5 f6h5 g5f7,1332,74,92,1020,capturingDefender crushing opening short,https://lichess.org/uCduONSD/black#20,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
2NwZc,r1bqk2r/ppp2ppp/2n1p3/3p4/4P1n1/3P1NP1/PPPN1KBP/R1BQ3R w kq - 1 8,f2f1 g4e3 f1f2 e3d1,897,84,89,122,advantage fork opening short,https://lichess.org/x2LvE3xi#15,French_Defense French_Defense_Kings_Indian_Attack
2R7pM,rnbq1rk1/pp3pbp/2p3p1/4N3/2P1n3/2NB4/PP3PPP/R1BQ1RK1 w - - 0 10,e5c6 e4c3 c6d8 c3d1,1678,75,89,1665,advantage opening short,https://lichess.org/mn5VMqQ8#19,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
2RYY1,rnbqkb1r/pp3ppp/4p3/2ppP3/3Pn3/2P5/PP3PPP/RNBQKBNR w KQkq - 0 6,f2f3 d8h4 g2g3 e4g3 h2g3 h4h1,1178,76,90,4669,advantage long master opening trappedPiece,https://lichess.org/GarCqDwF#11,French_Defense French_Defense_Kings_Indian_Attack
2ST2c,r1bqk2r/pp2ppbp/2n3p1/1N1n4/8/6P1/PP2PPBP/RNBQ1RK1 b kq - 1 9,c8e6 g2d5 e6d5 d1d5,1574,77,89,412,advantage master opening short,https://lichess.org/aAEH1nRV/black#18,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
2WfXk,r2q1rk1/ppp2pbp/6p1/4n2n/2P1P1Q1/2N5/PP4PP/R1B1KBNR w KQ - 0 12,g4d1 d8h4 g2g3 h5g3,1784,75,92,1568,advantage opening short,https://lichess.org/s6cVatRK#23,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
2Xba6,r1b2rk1/pp1n1pbp/2n1p1p1/2qN4/2P5/4BN2/PP2B1PP/R2Q1RK1 b - - 1 15,c5d6 d5f6 d7f6 d1d6,1403,75,91,256,advantage discoveredAttack opening short,https://lichess.org/cZIxR0C3/black#30,Kings_Indian_Defense Kings_Indian_Defense_Four_Pawns_Attack
2cnrn,rn1q1rk1/pb3ppp/1p1bpn2/2p5/4P3/P4NP1/1PPN1PBP/R1B1QRK1 b - - 0 10,b8d7 e4e5 d7e5 f3e5 b7g2 g1g2,1178,76,97,2966,crushing fork long opening,https://lichess.org/q14UlYv9/black#20,Kings_Indian_Attack Kings_Indian_Attack_Sicilian_Variation
2lgGv,r2qkb1r/pp3pp1/2n1pn2/2pp1bN1/4P2p/3P2P1/PPPN1PBP/R1BQR1K1 b kq - 0 9,h4g3 e4f5 g3f2 g1f2,1158,81,88,997,advantage opening pin short,https://lichess.org/DgJf7k6v/black#18,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
2licG,r2qk2r/ppp2ppp/2n2n2/2b1pb2/2N5/3P1NP1/PP2PPBP/R1BQK2R w KQkq - 1 8,c4e5 c6e5 f3e5 d8d4 e1g1 d4e5,1921,75,96,4561,advantage long opening,https://lichess.org/uhsBQ1ZC#15,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
2ma6R,r1b2rk1/1pq2pp1/p1pbp2p/3n4/3B3P/3P1NP1/PPP2PB1/R2QR1K1 w - - 7 16,f3e5 c6c5 c2c4 c5d4 c4d5 d6e5,1816,75,70,210,advantage long opening,https://lichess.org/BQ5cGPkS#31,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
2o6xu,r3qrk1/ppp2pbp/6p1/3N1b2/2P1pQn1/1P5P/P4PP1/3RKBNR b K - 1 16,g7e5 h3g4 e5f4 d5f6 g8g7 f6e8 f8e8 g4f5,1890,72,95,13979,advantage fork opening sacrifice veryLong,https://lichess.org/jR0U5tbj/black#32,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
2qv9Z,r1bq1rk1/pp2ppbp/6p1/8/2Pnn3/5N2/PBQ1BPPP/RN3RK1 w - - 0 12,c2e4 d4f3 e4f3 g7b2,1984,75,95,1695,crushing discoveredAttack master opening short,https://lichess.org/5D84jF1J#23,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
2rIce,rnb1kb1r/5ppp/5n2/3qp3/1p6/3PBN2/NP2BPPP/R2Q1RK1 w kq - 0 14,a2b4 f8b4 a1a8 d5a8,1365,76,65,208,advantage hangingPiece opening short,https://lichess.org/0RqUgk7Y#27,French_Defense French_Defense_Kings_Indian_Attack
2s8ZW,r2q1rk1/pppb1ppp/2n2n2/1Bb1p3/2N1P3/5N1P/PPP2PP1/R1BQR1K1 w - - 9 11,c4e5 c6e5 f3e5 d7b5,1320,74,93,13540,advantage discoveredAttack opening short,https://lichess.org/xN6LGSOw#21,French_Defense French_Defense_Kings_Indian_Attack
2tUct,r2q1rk1/ppp1n1bp/3p2p1/3PpbB1/2P3n1/P1N2N2/1P2BPPP/R2QK2R w KQ - 0 12,f3h4 g4f2,1728,77,79,393,advantage attackingF2F7 oneMove opening,https://lichess.org/faw7NNWD#23,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
2wT13,r2qr1k1/ppp2ppp/2nb4/4p3/4P1b1/P4NP1/1PP2PBP/R1BQR1K1 w - - 1 12,c1g5 g4f3 g5d8 f3d1 d8c7 d6c7,1600,75,92,253,crushing long opening,https://lichess.org/ULEAIUQf#23,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
30a31,rnbqr1k1/ppp2pbp/3p2p1/4n3/2P1P3/2N2NP1/PP3PBP/R1BQ1RK1 w - - 0 10,c1g5 e5f3 d1f3 d8g5,1321,75,79,175,crushing kingsideAttack opening short,https://lichess.org/nEfPXXv9#19,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
33hV1,r2q1rk1/3bppbp/p1pp1np1/n7/QPP5/2N3P1/P2NPPBP/R1B2RK1 b - - 0 12,c6c5 a4a5 d8a5 b4a5,1458,74,91,263,advantage opening short,https://lichess.org/nUyuRKT4/black#24,Kings_Indian_Defense Kings_Indian_Defense_Fianchetto_Variation
34QCP,rn1qkb1r/pbpp1ppp/4pn2/4N3/1p6/5NP1/PPPPPPBP/R1BQK2R b KQkq - 3 6,d7d6 e5f7 e8f7 f3g5 f7e7 g2b7,1676,74,95,7135,attackingF2F7 attraction crushing discoveredAttack long master opening sacrifice,https://lichess.org/zSSr9iqN/black#12,Kings_Indian_Attack Kings_Indian_Attack_Spassky_Variation
34sup,r3kb1r/pp1qppp1/2n2n2/2Pp4/7p/1NP2NPb/PP2PPBP/R1BQ1RK1 w kq - 0 10,f3h4 h8h4 g2h3 h4h3,1803,74,83,360,advantage master opening short,https://lichess.org/jsYZcaZO#19,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
377EY,r1bq1rk1/ppp2pbp/3p2p1/8/2P3n1/1NN5/PP2QPPP/R1B1R1K1 b - - 0 12,f8e8 e2e8 d8e8 e1e8,682,103,81,112,crushing kingsideAttack opening short,https://lichess.org/TtYoqNEd/black#24,Kings_Indian_Defense Kings_Indian_Defense_Semi-Classical_Variation
39lHC,r1bqnrk1/ppp3bp/7n/3Ppp2/2P2B2/2N2N1P/PP2B3/R2QK2R w KQ - 0 16,f4e5 g7e5 f3e5 d8h4 e1d2 h4f4 d2c2 f4e5,1863,74,96,2869,crushing exposedKing fork master opening veryLong,https://lichess.org/byoxL7Sl#31,Kings_Indian_Defense Kings_Indian_Defense_Semi-Averbakh_System
3CN8V,r2q1rk1/ppp2pp1/1bn1p2p/3p4/3PnB2/1N3N1B/PPP1PP2/R2QR1K1 w - - 7 15,f3d2 d8h4 d2e4 d5e4 h3g2 h4f4,1926,75,89,150,advantage fork long opening,https://lichess.org/VXcDOGA1#29,Kings_Indian_Attack Kings_Indian_Attack_Keres_Variation
3MRbm,r1b2rk1/1p2ppbp/p1np1np1/q7/N1PNP3/4BP2/PP2B1PP/1R1Q1RK1 b - - 4 12,f6g4 d4c6 g4e3 c6a5,1877,76,90,1260,advantage opening short,https://lichess.org/A3WG4sz8/black#24,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
3N4gY,rn1q1rk1/pb1nbppp/1p2p3/2p1P3/3p3P/3P1NP1/PPPN1PB1/R1BQR1K1 w - - 0 11,f3d4 b7g2 d4e6 f7e6,1299,76,88,702,advantage opening short,https://lichess.org/YhzKmGoT#21,French_Defense French_Defense_Kings_Indian_Attack
